volume,dihedral,scissors_angle,p1-p2,p2-pro,p2-sensor,p1-sensor,p1-pro,sensor-pro
92.875,-12.64243437884764,57.356472509523016,12.574651504737137,12.517187952791376,12.607080600161048,9.47638002457951,13.283020004884069,8.992922360063691
82.0,-13.322993041564292,57.37480071016952,12.101812996950343,13.695549638396177,13.000540103254648,10.139869174032402,13.97061254676168,9.86664970112369
96.75,-13.189879090989375,55.54849445971942,11.818075872277788,12.865251656655952,12.490121099946386,10.44104868189262,13.69450975642834,9.190662568644962
96.25,-12.893134533721998,57.23673748623467,11.783933474600197,12.877868114941142,12.762879975912872,9.986027803425678,13.827874153905752,10.011265285546251
110.375,-14.838531854677504,57.593572486790045,11.937674929613047,12.81058046696322,12.424333989366776,10.749073743620524,13.926096930205972,9.63291363309645
90.0,-12.504057480952769,57.46985542987177,11.903392771073086,13.264803042032275,12.949597770693686,10.030227698251547,14.073306769521183,9.979460619180408
87.375,-12.783484375206369,56.746507115552944,11.654042434843785,13.04320514511786,12.391847737916835,10.49729143699109,14.014111550350032,10.028265278265865
100.75,-13.609337934093585,55.750030040979695,11.823224743615224,13.57942284572405,12.468052309227796,9.567595360777618,14.03168163876554,10.409748361355224
83.375,-11.669108468402335,57.33067462715692,11.750714664513946,13.122168729441858,12.81448267552124,10.147194271861547,13.86647433520954,9.84607554653834
105.125,-10.959230355339855,56.70053500853301,11.598605434532214,12.78222546791844,12.528627761220504,10.01894522339351,13.722303855182076,9.58246154331754
89.625,-9.838456272675293,55.83704728233066,11.553479404161656,13.193016929569716,12.667449164943363,9.772343518831876,13.784152232057696,10.389704294538047
89.25,-11.55889108629713,55.98212142944343,11.56645875319718,13.38345207485225,12.681575200644984,10.35260637634484,14.23323393462717,10.603233577873793
89.125,-13.565053213387731,56.96769909610882,11.528037640742255,13.405757840069102,12.778594506353333,10.22031572489465,13.999880923080145,9.97499238945734
83.875,-12.662758666237313,57.31151248381772,11.70918667434634,12.56707846722843,12.559592530780758,9.474242976031151,13.69680852013111,9.54872758887706
79.75,-16.97638417874171,55.79112961256052,11.159296714145809,13.190315219709372,12.39950102925965,9.805465265857617,13.98109676657868,10.149235357970747
85.75,-17.23769888262263,56.35894998033907,11.666496380555804,13.061063916656584,12.668067860316594,10.069198630130202,13.6820551698628,10.017848391825874
78.5,-13.593805905637472,57.39277450723764,11.8418275499932,13.267689144763184,12.765779697211874,10.106661544219666,14.366651309622132,9.794695887760406
90.0,-12.04814269989826,55.78643343903664,11.624358007130484,12.726468546575584,12.499550847716188,9.524368839808949,13.699150272595018,9.796995246185697
122.5,-13.902401214105668,56.505954794618354,11.82690585735541,12.888368380278806,13.009807994804651,10.38576431762675,14.03378492189753,9.786226792324795
93.25,-14.6854941833105,57.29357592407904,11.585310955699288,13.532189386698349,12.84671960906924,10.523005959809106,14.455266940071244,9.731853981242237
85.125,-15.28571591517784,57.453781597007314,11.899126734601197,13.63897586057788,12.934910234346768,9.70245725775716,14.02315976713806,10.251412743246574
94.0,-14.491044561521422,57.81694927139732,11.377559277993363,13.199249934967163,12.6143931939366,10.064299569356388,14.128375036386684,10.288324205885
94.5,-10.810094908165745,56.040070454165495,12.124118675695552,13.007148894700524,12.34214460013362,9.562435571982624,13.863222090825438,9.897862716849708
90.375,-13.815624337107607,57.0685307893246,12.108388882375683,12.729783612611454,12.464258992705734,10.166482786781664,13.354825749458518,9.675151409057293
95.0,-11.410355165538135,57.23256317625232,11.659137222613616,12.012282641172296,12.082434377219046,10.30773671587261,13.59698893737986,10.13396607537654
103.125,-10.523900977141158,57.291282882501726,11.63770549478231,12.721474142114172,12.43981589266332,10.212798398433952,13.803908495306862,10.32541027958589
87.875,-11.678334316094071,58.58539670438005,12.095630974604894,12.860711661195603,12.600048421933046,9.826201588992069,13.455995659006645,9.660880582495164
83.875,-12.745987687925558,58.54702867773492,12.09333333136306,12.899467713716213,12.144477945271593,9.370559142783332,13.430710311224026,9.76581800435925
